"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.consistency","Answer.enjoy","Answer.feedback","Answer.response","Answer.sense","Answer.verify_code","Approve","Reject"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3ZR9AIQJUB9E97FSZMU3A3V850D04W","A101TTS7WAVXAV","Submitted","Mon Apr 29 13:48:00 PDT 2019","Mon Apr 29 13:55:40 PDT 2019","Tue Apr 30 13:55:40 PDT 2019","","","","460","0% (0/0)","0% (0/0)","0% (0/0)","2","2","I wish it was better written.","2","2","90ba0ad35580620a1af8600740ac0454"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","31Q0U3WYDPFBZJITX3WARKYS1UH71Y","A128D05T9I4LOJ","Submitted","Mon Apr 29 15:47:58 PDT 2019","Mon Apr 29 15:53:07 PDT 2019","Tue Apr 30 15:53:07 PDT 2019","","","","309","0% (0/0)","0% (0/0)","0% (0/0)","1","1","I was confused from start to finish. I had to read it a few times to make sure that I read it in the right order.","2","1","664952157f14ad9d8cb64f1865c27e81"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3TR2532VIPUZQ0KS4IXOP6UI00Q6JV","A12H9WVHOB0E0O","Submitted","Mon Apr 29 14:02:43 PDT 2019","Mon Apr 29 14:10:48 PDT 2019","Tue Apr 30 14:10:48 PDT 2019","","","","485","0% (0/0)","0% (0/0)","0% (0/0)","2","2","It was a strange play","3","2","157c158eccaf6557a7016c3306d94a8d"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3Q5C1WP23M1WCF4A9AHDT0KWAOE155","A12HWPFXQPITHD","Submitted","Mon Apr 29 13:43:53 PDT 2019","Mon Apr 29 13:48:36 PDT 2019","Tue Apr 30 13:48:36 PDT 2019","","","","283","0% (0/0)","0% (0/0)","0% (0/0)","4","3","Odd use of language. Took two reads to understand.","3","2","5d1e71b423a5ce4284fbcceaf9056b4c"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3XIQGXAUMC8JPK3M4WHHMT2T69NX77","A12KCZONGTTOS4","Submitted","Mon Apr 29 13:48:40 PDT 2019","Mon Apr 29 13:52:57 PDT 2019","Tue Apr 30 13:52:57 PDT 2019","","","","257","0% (0/0)","0% (0/0)","0% (0/0)","1","2","There were done good lines, but it seemed like they were in two different plays.","2","1","49d1c3ccf1e0764b3a0ab8132d086816"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3LRLIPTPEQ9VOM2DCGEC6QWHB8GKAY","A13USF28TRFLKR","Submitted","Mon Apr 29 14:07:57 PDT 2019","Mon Apr 29 14:11:13 PDT 2019","Tue Apr 30 14:11:13 PDT 2019","","","","196","0% (0/0)","0% (0/0)","0% (0/0)","1","1","The two characters seemed to be having two very different conversations.","1","2","0be172d531aa858a503ae494fb6e14fc"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3EF8EXOTT1V4JEJVYCL7UA31SPAJ1A","A14Z1JSAR9JEON","Submitted","Mon Apr 29 14:13:17 PDT 2019","Mon Apr 29 14:19:04 PDT 2019","Tue Apr 30 14:19:04 PDT 2019","","","","347","0% (0/0)","0% (0/0)","0% (0/0)","1","1","just doesn't make any sense.","1","1","538fa57773653e361b9d2213430ad828"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3HPZF4IVNMTE16OS09BULT1G9Q9CYM","A17OSPGV41FZ7P","Submitted","Mon Apr 29 13:48:30 PDT 2019","Mon Apr 29 13:53:50 PDT 2019","Tue Apr 30 13:53:50 PDT 2019","","","","320","0% (0/0)","0% (0/0)","0% (0/0)","2","1","The first part made sense but it got really confusing towards the end","3","2","f0f07077cb2f59921ac24b83aad4caf0"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","39KFRKBFINVFAVLVQEKLGTVXY4RYO4","A17TKHT8FEVH0R","Submitted","Mon Apr 29 13:43:26 PDT 2019","Mon Apr 29 13:47:42 PDT 2019","Tue Apr 30 13:47:42 PDT 2019","","","","256","0% (0/0)","0% (0/0)","0% (0/0)","2","2","They should talk in complete sentences.","4","1","87b5e22ddda5d086556c9ac292cb7783"
"3EQPA8A374WYRQ6AGLPXYKRSV9ZZJH","3TNRXJHW8K853S5AAE4E8LXIZYXC2W","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback, 5 minute average completion time","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Mon Apr 29 13:43:16 PDT 2019","200","BatchId:3624970;OriginalHitTemplateId:920937340;","600","86400","Wed May 01 13:43:16 PDT 2019","","","3SLE99ER0NDVWR6RIVHIOG40XZDBZ5","A17U82YPDOT3CW","Submitted","Mon Apr 29 13:44:50 PDT 2019","Mon Apr 29 13:49:53 PDT 2019","Tue Apr 30 13:49:53 PDT 2019","","","","303","0% (0/0)","0% (0/0)","0% (0/0)","5","5","They both parties had a decent conversation","5","5","614f310e953a20b3cac7be0c2619c3b3"
