"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.consistency","Answer.enjoy","Answer.feedback","Answer.response","Answer.sense","Answer.verify_code","Approve","Reject"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","3018Q3ZVOIQHBQF820N972IV5W9RAO","A2FCT2TWW60S1S","Submitted","Sat Apr 27 02:02:56 PDT 2019","Sat Apr 27 02:08:42 PDT 2019","Sun Apr 28 02:08:42 PDT 2019","","","","346","0% (0/0)","0% (0/0)","0% (0/0)","3","4","NICE","3","4","77d88d3cd5e112c1df7dee859db2010b"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","308Q0PEVB8DQD82KK7F0XF6KCI8I9W","A37EV8RZ82WT8E","Submitted","Sat Apr 27 01:57:47 PDT 2019","Sat Apr 27 02:00:25 PDT 2019","Sun Apr 28 02:00:25 PDT 2019","","","","158","0% (0/0)","0% (0/0)","0% (0/0)","2","4","I would try to make it more clear which characters the speaker is talking to. The conversation was a little hard to follow.","3","2","3a1a891575dbd3020148a40ad7cb60f4"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","30BXRYBRP4X1T9487077BNDGA6EWH7","A27JY3V78RDGFY","Submitted","Sat Apr 27 02:06:04 PDT 2019","Sat Apr 27 02:11:25 PDT 2019","Sun Apr 28 02:11:25 PDT 2019","","","","321","0% (0/0)","0% (0/0)","0% (0/0)","4","5","NO COMMENTS","4","5","b8f33a51cd471be17b6a7e02f2563c8c"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","30OG32W0SUBZM54SPY8EU13CPEINER","A60KILZDXJ545","Submitted","Sat Apr 27 01:58:21 PDT 2019","Sat Apr 27 02:08:14 PDT 2019","Sun Apr 28 02:08:14 PDT 2019","","","","593","0% (0/0)","0% (0/0)","0% (0/0)","3","4","NOTHING","3","2","NO CODE"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","30ZX6P7VF8VB8Z1RHGLLZTD6JRNJ2H","A32RV3F0QV5ZED","Submitted","Sat Apr 27 02:00:25 PDT 2019","Sat Apr 27 02:06:28 PDT 2019","Sun Apr 28 02:06:28 PDT 2019","","","","363","0% (0/0)","0% (0/0)","0% (0/0)","4","5","NICE EXCERPT","4","2","8be93932fbf3bea55c50261d1c5fa252"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","317HQ483I7SB2A6ELHY5FG14H7PNI0","A16MSUA16BXLX2","Submitted","Sat Apr 27 01:58:23 PDT 2019","Sat Apr 27 02:06:20 PDT 2019","Sun Apr 28 02:06:20 PDT 2019","","","","477","0% (0/0)","0% (0/0)","0% (0/0)","4","5","NICE TO DO THIS WORK","5","5","55dbbcb737106c4594d9d2552eb88253"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","31LVTDXBL7AY796CZRCZGGY6Z88LR0","A2GMS5ZECGG35O","Submitted","Sat Apr 27 02:02:55 PDT 2019","Sat Apr 27 02:11:59 PDT 2019","Sun Apr 28 02:11:59 PDT 2019","","","","544","0% (0/0)","0% (0/0)","0% (0/0)","4","4","IT IS NICE","4","4","a2e7b7275b7e706093454b7aeaf1f8ee"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","31LVTDXBL7AY796CZRCZGGY6Z88RL6","A1WS4ONTCJ1ZG5","Submitted","Sat Apr 27 02:03:48 PDT 2019","Sat Apr 27 02:09:06 PDT 2019","Sun Apr 28 02:09:06 PDT 2019","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","4","4","NO COMMENTS","4","4","6905f756b099d070b38e6216b89162b4"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","326O153BMIYQ0TDF04UBYWRIBAGDEZ","A32RQD67DA4V66","Submitted","Sat Apr 27 01:58:08 PDT 2019","Sat Apr 27 02:03:35 PDT 2019","Sun Apr 28 02:03:35 PDT 2019","","","","327","0% (0/0)","0% (0/0)","0% (0/0)","5","4","good","5","4","4d1eaf4d053b8ed8fb011c9bf4ff7104"
"3I7KR83SNADEWJUFU8VAMBPCVUGK9P","3EOS91U1VZBCU86BPZFE65S5WSRYBR","Read a Play Excerpt and Give Feedback","read a 16 line excerpt from a play and give simple feedback","text, play, feedback, theatre, theater, read, reading, subjective, quick","$0.50","Sat Apr 27 01:57:09 PDT 2019","300","BatchId:3622640;OriginalHitTemplateId:920937340;","600","86400","Sat Apr 27 02:05:20 PDT 2019","","","32KTQ2V7RDFC9RSB5MDSP8D1TRSM9G","A3ANBSLMOMNF29","Submitted","Sat Apr 27 02:04:45 PDT 2019","Sat Apr 27 02:10:15 PDT 2019","Sun Apr 28 02:10:15 PDT 2019","","","","330","0% (0/0)","0% (0/0)","0% (0/0)","5","5","GOOD","4","5","2013abbbe9944e5d31ed079d42bb07de"
